0	1
0	2051
0	4103
0	7
0	11
0	4108
0	12
0	13
0	4111
0	16
0	17
0	10258
0	19
0	4116
0	4117
0	2070
0	2068
0	25
0	4121
0	2077
0	2078
0	4129
0	12325
0	2086
0	2088
0	2089
0	2090
0	2096
0	4147
0	6202
0	4163
0	2120
0	4170
0	4173
0	87
0	6234
0	4191
0	96
0	6242
0	6243
0	4198
0	106
0	108
0	4205
0	114
0	115
0	6259
0	4214
0	4227
0	131
0	2181
0	138
0	139
0	146
0	150
0	154
0	155
0	156
0	6303
0	160
0	4258
0	168
0	8363
0	173
0	8370
0	180
0	2233
0	189
0	190
0	196
0	2247
0	202
0	204
0	206
0	208
0	212
0	4311
0	2269
0	10466
0	227
0	2277
0	10469
0	4331
0	238
0	239
0	241
0	244
0	249
0	252
0	254
0	255
0	257
0	258
0	259
0	262
0	264
0	265
0	266
0	267
0	271
0	273
0	276
0	278
0	285
0	289
0	10530
0	291
0	2340
0	297
0	313
0	4410
0	4412
0	330
0	4427
0	2385
0	4435
0	2392
0	352
0	4450
0	4453
0	6503
0	6507
0	6509
0	367
0	4463
0	6515
0	386
0	409
0	2464
0	8612
0	423
0	4528
0	439
0	440
0	444
0	2493
0	4544
0	461
0	466
0	467
0	2516
0	4566
0	2522
0	476
0	2535
0	491
0	2540
0	2542
0	6647
0	2553
0	511
0	8704
0	516
0	521
0	8723
0	8724
0	8725
0	536
0	2585
0	2586
0	537
0	551
0	2601
0	2602
0	556
0	2611
0	2622
0	575
0	577
0	6724
0	2629
0	2633
0	589
0	6734
0	2640
0	4691
0	4692
0	4694
0	4695
0	4696
0	603
0	607
0	2659
0	4707
0	6758
0	614
0	4713
0	622
0	4723
0	636
0	8831
0	2692
0	6789
0	6791
0	8840
0	2704
0	8850
0	4758
0	8854
0	4761
0	667
0	669
0	672
0	8872
0	4777
0	4779
0	4783
0	2736
0	4792
0	4794
0	4797
0	4807
0	717
0	2766
0	719
0	2768
0	4818
0	726
0	731
0	13022
0	8937
0	2797
0	754
0	756
0	11009
0	772
0	2831
0	783
0	788
0	2844
0	2849
0	801
0	803
0	4903
0	810
0	4907
0	811
0	812
0	813
0	13099
0	818
0	819
0	820
0	823
0	4919
0	2871
0	828
0	829
0	830
0	831
0	4928
0	833
0	4931
0	839
0	4936
0	4939
0	6995
0	9050
0	9061
0	7016
0	7018
0	902
0	920
0	5016
0	7066
0	7070
0	7095
0	7100
0	3007
0	7111
0	989
0	7144
0	5097
0	5109
0	5113
0	1022
0	3070
0	7174
0	3078
0	1033
0	3085
0	11277
0	1041
0	3093
0	7191
0	3098
0	1054
0	9246
0	3105
0	3119
0	3129
0	9288
0	3149
0	5221
0	3177
0	3180
0	1135
0	3186
0	5239
0	1144
0	3191
0	3204
0	1168
0	1170
0	1176
0	1178
0	1182
0	5281
0	1187
0	1188
0	1192
0	1193
0	5299
0	1205
0	1208
0	7364
0	9415
0	5334
0	5339
0	9445
0	9451
0	7410
0	7411
0	11507
0	1269
0	11518
0	1288
0	1289
0	1294
0	1295
0	5392
0	1299
0	1309
0	1311
0	5411
0	1322
0	1325
0	1328
0	1329
0	3392
0	5449
0	9549
0	7507
0	11605
0	11606
0	3434
0	3442
0	1404
0	5501
0	1407
0	1411
0	1418
0	1419
0	1422
0	1423
0	1425
0	7571
0	1430
0	1434
0	1436
0	3489
0	5538
0	1443
0	5543
0	1450
0	1452
0	3502
0	9646
0	1457
0	5553
0	5555
0	3513
0	5574
0	5576
0	1483
0	1491
0	1493
0	1497
0	1499
0	1500
0	3550
